customer_id,purchase_flequency
CS005515000084,7
CS006414000123,7
CS006415000024,7
CS006415000044,7
CS006415000073,7
CS006515000071,7
CS006515000079,7
CS006515000082,7
CS006515000175,7
CS006814000008,7
CS006815000006,7
CS007613000071,7
CS007614000016,7
CS007614000038,7
CS007615000058,7
CS008214000002,7
CS008215000004,7
CS008215000043,7
CS008314000001,7
CS008414000013,7
CS008414000039,7
CS008415000137,7
CS008515000190,7
CS009204000001,7
CS009215000036,7
CS009215000055,7
CS009414000061,7
CS009414000080,7
CS009415000013,7
CS009415000016,7
CS009415000077,7
CS009415000226,7
CS009515000084,7
CS009605000001,7
CS010215000025,7
CS010414000032,7
CS010415000083,7
CS010415000255,7
CS010515000052,7
CS010515000065,7
CS010515000067,7
CS010515000105,7
CS010605000007,7
CS011215000023,7
CS011414000128,7
CS011415000139,7
CS011415000149,7
CS011415000164,7
CS011415000190,7
CS011515000102,7
CS011515000113,7
CS011515000170,7
CS011515000206,7
CS012214000008,7
CS012304000007,7
CS012305000005,7
CS012414000119,7
CS012415000055,7
CS012415000087,7
CS012415000156,7
CS012514000093,7
CS012515000078,7
CS012515000210,7
CS013414000048,7
CS013414000081,7
CS013415000009,7
CS013415000188,7
CS013415000226,7
CS013515000016,7
CS013515000025,7
CS013515000140,7
CS013515000207,7
CS014214000006,7
CS014305000001,7
CS014414000036,7
CS014414000082,7
CS014414000110,7
CS014415000200,7
CS014514000100,7
CS015414000120,7
CS015415000093,7
CS015415000235,7
CS015515000006,7
CS015515000007,7
CS015515000034,7
CS015515000116,7
CS015515000153,7
CS015515000165,7
CS015515000215,7
CS016214000015,7
CS016414000039,7
CS016414000040,7
CS016414000100,7
CS016415000004,7
CS016415000041,7
CS016415000181,7
CS016415000251,7
CS016515000070,7
CS016515000077,7
CS017204000001,7
CS017215000037,7
CS017415000135,7
CS017515000054,7
CS017515000056,7
CS017515000075,7
